Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
DOT,Department of Transportation,Transportation Planning and Design Section,F,63831.6,0,0,16
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,53399.48,7851.58,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,53399.48,20656.22,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,53399.48,4996.68,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48871.56,6041.84,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,53399.48,7536.79,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,53399.48,3432.46,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,53399.48,2138.95,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,53399.48,12675.36,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,53399.48,1139.12,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,53399.48,18749.55,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.5,3306.17,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,53399.48,6849.15,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,53399.48,7383.4,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,53399.48,1039.34,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,51593.69,2016.76,0,15
DOT,Department of Transportation,Highway Services,M,51260.1,7674.29,0,14
DOT,Department of Transportation,Highway Services,M,49526.66,3716.96,0,14
DOT,Department of Transportation,Transit Silver Spring Ride On,F,51593.7,2658.33,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,51593.02,0,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,53399.48,4856.56,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,53399.48,7570.62,0,15
DOT,Department of Transportation,Highway Services,M,50244.44,5996.84,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,51593.7,17645.04,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,51593.7,2109.67,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,51593.7,2393.48,0,15
DOT,Department of Transportation,Transit COS Marketing,M,108129.63,0,0,25
DOT,Department of Transportation,Transportation Construction Section,F,107976.63,0,0,26
DOT,Department of Transportation,Transit Special Transportation and Medicaid,M,56753.12,0,0,18
DOT,Department of Transportation,Transportation Construction Section,M,122408.26,0,0,28
DOT,Department of Transportation,Transit COS Taxicab Regulation,F,78318.34,0,0,21
DOT,Department of Transportation,Commuter Services,F,108129.64,0,0,25
DOT,Department of Transportation,Transit Silver Spring Ride On,M,51593.71,18640.46,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,51593.71,5029.31,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.99,413.86,0,15
DOT,Department of Transportation,Highway Services,M,50691.74,8925.13,0,15
DOT,Department of Transportation,Highway Services,M,48277.84,5749.23,0,14
DOT,Department of Transportation,Transportation Materials Testing Lab,M,99852,0,0,23
DOT,Department of Transportation,Highway Services,M,49526.67,7758.76,0,14
DOT,Department of Transportation,Highway Services,M,52003,2090.42,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,45622.12,2981.1,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,51593.71,17460.73,0,15
DOT,Department of Transportation,Transportation Planning and Design Section,M,125872.99,0,0,M3
DOT,Department of Transportation,Transit Silver Spring Ride On,M,51593.71,7883.26,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,51593.71,3570.28,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,41971,10065.85,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,3715.6,0,15
DOT,Department of Transportation,Development Review,F,120649.7,0,0,M3
DOT,Department of Transportation,Commuter Services,F,72144.38,0,0,21
DOT,Department of Transportation,Development Review,M,109761,0,0,25
DOT,Department of Transportation,Transit Silver Spring Ride On,F,49849,9919.07,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,51593.74,3947.38,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.99,4405.04,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.99,6165.45,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,51593.72,4310.57,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,51593.71,5916.87,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.99,1144.5,0,15
DOT,Department of Transportation,Director Transportation Policy,F,85983.58,0,0,23
DOT,Department of Transportation,Transit COS Marketing,F,78902,0,0,18
DOT,Department of Transportation,Traffic Engineering Design and Operations,M,62938.47,500.58,0,18
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,51593.71,4830.65,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,51593.71,483.27,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.99,8228.52,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,90848,8850.12,0,21
DOT,Department of Transportation,Highway Services,M,48977.55,2543.16,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.99,4884.59,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,49848.99,12277.64,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.99,11798.89,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.99,2549.95,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,49848.99,4025.45,0,15
DOT,Department of Transportation,Transit Operations and Planning,M,52341.44,0,0,16
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.99,10397.55,0,15
DOT,Department of Transportation,Highway Services,M,47851.34,7733.2,0,14
DOT,Department of Transportation,Highway Services,M,47851.63,6763.91,0,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,41971,4371.04,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,49848.5,4471.97,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.5,2457.63,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,1772.12,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,54833.35,7661.88,0,17
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,5025.78,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,49848.5,3099.46,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,5458.75,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.5,7825.02,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,15171.55,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.5,7040.54,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,4328.51,0,15
DOT,Department of Transportation,Highway Services,M,53049.28,14442.54,0,18
DOT,Department of Transportation,Highway Services,M,46645.27,2203.4,0,14
DOT,Department of Transportation,Highway Services,M,47851.63,5935.66,0,14
DOT,Department of Transportation,Highway Services,M,47851.63,6142.72,0,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.5,2008.19,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.5,4438.57,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,4925.72,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,49848.5,4865.73,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,54833.34,15956.5,0,17
DOT,Department of Transportation,Transit Silver Spring Ride On,F,49848.5,7967.14,0,15
DOT,Department of Transportation,Highway Services,M,49848.5,5805.88,0,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,608.64,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,13168.98,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,63.72,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.5,743.36,0,15
DOT,Department of Transportation,Highway Services,M,47414.07,5327.01,0,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.5,13113.74,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,4538.4,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,41971,400.54,0,15
DOT,Department of Transportation,Transit Services Information Technology,M,99852,0,0,23
DOT,Department of Transportation,Highway Services,F,47851.35,7963.48,0,14
DOT,Department of Transportation,Transportation Management,M,52979.08,4585.49,0,19
DOT,Department of Transportation,Highway Services,M,48977.52,7286.07,0,15
DOT,Department of Transportation,Transportation Construction Section,F,99852,7119.64,0,23
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.5,1102.36,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.5,12913.44,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,11593.5,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,49848.5,567.91,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.5,15253.17,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,3997.38,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.5,432.17,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,44960.49,1093.13,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.5,7824.55,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46533.74,317.29,0,15
DOT,Department of Transportation,Transit Safety and Instruction,M,58279.5,0,0,19
DOT,Department of Transportation,Transportation Property Acquisition Section,M,109761,0,0,25
DOT,Department of Transportation,Transit Safety and Instruction,M,60319.28,4581.85,0,19
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,49848.5,1240.24,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.5,6519.05,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.5,3039.48,0,15
DOT,Department of Transportation,Sign and Marking Shop,M,40289,464.91,0,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.02,11237.05,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.8,31.99,0,15
DOT,Department of Transportation,Transit Management Services,M,70953.02,0,0,16
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.5,9145.9,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.5,22264.98,0,15
DOT,Department of Transportation,Parking Management,M,167345,0,0,M2
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.8,5414.38,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,54833.35,1367.06,0,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.5,7917.01,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,43439.99,10471.26,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,13911.95,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.5,9504.98,0,15
DOT,Department of Transportation,Highway Services,M,45067.88,4859.22,0,14
DOT,Department of Transportation,Highway Services,M,45067.88,5493.03,0,14
DOT,Department of Transportation,Highway Services,M,47321.28,4419.51,0,15
DOT,Department of Transportation,Highway Services,M,45067.88,5200.5,0,14
DOT,Department of Transportation,Transit Safety and Instruction,M,77061.45,7280.61,0,19
DOT,Department of Transportation,Highway Services,M,46233.18,4984.8,0,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46534.1,8187.46,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,10271.14,0,15
DOT,Department of Transportation,Highway Administration,M,98638.66,1707.25,0,23
DOT,Department of Transportation,Highway Administration,M,63052.68,3569.61,0,19
DOT,Department of Transportation,Commuter Services,F,84767.6,0,0,21
DOT,Department of Transportation,Transit Silver Spring Ride On,F,48162.8,7953.78,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,48162.8,1473.19,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.8,7927.87,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.8,1697.88,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,2372.82,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,48162.8,0,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.8,3470.11,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,5898.84,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,13935.98,0,15
DOT,Department of Transportation,Highway Services,M,46233.18,6218.48,0,14
DOT,Department of Transportation,Transit Nicholson Ride On,M,48162.8,2777.44,0,15
DOT,Department of Transportation,Transit Safety and Instruction,M,79446.52,3494.96,0,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.8,2405.82,0,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,48162.8,5976.07,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,6508.06,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,79446.52,7069,0,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.8,3315.76,0,9
DOT,Department of Transportation,Transit Nicholson Ride On,M,48162.8,10814.85,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,48162.8,4368.75,0,15
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,134697.53,0,0,M3
DOT,Department of Transportation,Highway Services,M,50724.93,5540.87,0,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,44960.48,0,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,52979.08,12669.71,0,17
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,4745.9,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,48162.8,3504.84,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,10746.12,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,0,0,9
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,12313.57,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,48162.8,57.33,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,847.89,0,15
DOT,Department of Transportation,Parking Management Parking Operations,M,67814.08,0,0,18
DOT,Department of Transportation,Transportation Technical Center,M,43317.33,3282.53,0,14
DOT,Department of Transportation,Highway Services,M,45067.91,3867.88,0,14
DOT,Department of Transportation,Highway Services,M,91880.69,1354.99,0,23
DOT,Department of Transportation,Highway Services,M,48544.21,6377.23,0,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,43439.99,512.86,0,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.8,4606.3,0,15
